date,tweet_id,tweet_username,tweet_text
2018-12-30 21:36:55+00:00,1079491546972545025,IGSquawk,"Hi all, our FX markets are now open for trading. Here are the levels for the start of the week: #EURUSD 1.1437 -0.05% #GBPUSD 1.2692 -0.05% #USDJPY 110.36 +0.06% #AUDUSD 0.7042 +0.06% #EURGBP 0.9014 +0.03% #USDCAD 1.364 -0.01%"
2018-12-30 19:39:18+00:00,1079461947911876608,HenrikZeberg,#EURUSD topped early 2018 and has dropped to a low of 1.121 by Nov. But - this is not the end of this major Bear market for Euro. LT-target remains 0.91 likely to be reached by Q2/Q3 2019 #HZupdatespic.twitter.com/bkwWVJpJJD
2018-12-30 19:08:10+00:00,1079454111236571138,FXstreetNews,Italian parliament lowers planned 2019 budget deficit to avoid sanctions By @FXstreetNews https://s68mv.app.goo.gl/KyUrB #EURUSD #Italy
2018-12-30 15:43:24+00:00,1079402583826092032,GFA_Trader,My most memorable moment this year was achieving 50%+ return on my day trading strategy http://ilantree.com/zeb close to year end … #HappyNewYear #2018Memory @Darwinexchange $EURUSD happy new year to everyone! pic.twitter.com/TggsZMsTtk
2018-12-30 11:47:07+00:00,1079343119756419072,Marc_Hav,$EURUSD Hourly pic.twitter.com/EyMH2fLZ2r
2018-12-30 08:46:15+00:00,1079297602007511047,aleksfx,$EURUSD monthly bounce of the long-term uptrend line is visible #forex #afxinsightpic.twitter.com/Sx5JfAAZoa
2018-12-29 22:50:03+00:00,1079147562198843392,hugibluegold,Sell #EURUSD #FOREX TP: 1.14101 SL: 1.14471 Enjoy and trade safe! #TRADINGpic.twitter.com/OU3aQJvx0X
2018-12-29 18:17:09+00:00,1079078887177576448,joefriday_714,Updated $DXY and $EURUSD Mthly Charts... still following the potential ABC. pic.twitter.com/wekO7TmGwt
2018-12-29 16:17:11+00:00,1079048695734288384,david_pickworth,"Trader predictions for 2019? 1. loss of US$strength leading to rise in commodity prices, particularly oil. 2. EURUSD back over 1.20 (possibly even Jan '18 1.24 high) as Brexit/Italy problems recede. 3. GBP... 'no deal' will put cable under 1.20. 'No Brexit' back to 1.45 pre-ref"
2018-12-29 08:30:36+00:00,1078931275212296194,ferrantefx,"#EURUSD $EURUSD Bullish trend above 1445 with 1466 and 1494 as targets, but another pullback is in progress with 1400 & 1375 as tp before rebound. A daily close above 1474 will target to 1548 & 1597 levels. A bearish trend will resume below 1313. Eye on daily closing on 31st Dec. pic.twitter.com/cU9Ku4Bhn8"
2018-12-29 07:56:35+00:00,1078922713903841280,RafKadian,EURUSD 1.1440 in green still long 1.1350 risk 1.1315 watch big break out 1.1490/1.1530*** #Markets #euro #eurusd #Finance #CFD #Forex #forextrader #Investing #stocks #trading advisory ADSS Trading Support Team 24 Hrs. #TradingYourWay #FX #Cryptocurrencies @ADSSGROUP #OREX
2018-12-29 06:52:51+00:00,1078906676034457605,DebraRo91758510,$EURUSD descending wedge breakout looks imminent pic.twitter.com/3MH0KtYHxa
2018-12-28 19:52:09+00:00,1078740407263977472,DCBorthwick,"The last time I saw price action like we are seeing in equities was in the FX land, as Middle East bought EURUSD aggressively in 2010/11... I think they are active again. This time in US stocks..."
2018-12-28 18:52:27+00:00,1078725380964565003,TraderCisco,This could be the pivotal start of the next bull dollar. #EurUsd pic.twitter.com/c4q8Xxlh9S
2018-12-28 17:57:50+00:00,1078711635508899841,TradersCom,"Another poor #housing report ... US November pending home sales -0.7% v +1.0% expected, Prior -2.6% m/m Sales -7.7% v -4.6% y/y prior (prior revised to -4.7% y/y) $SPX $ES_F #Rates $EURUSD https://traderscommunity.com/index.php/market-talk/1259-market-weekly-dec-24-dec-30-2018 …pic.twitter.com/vvEiXAuIVW"
2018-12-28 16:59:30+00:00,1078696957156110337,allstarcharts,[Chart Of The Week] US Dollar Index Breaks Down https://allstarcharts.com/chart-week-us-dollar-index-breaks/ … $DXY $USD $UUP $GLD $SLV $TLT $TNX $EURUSD
2018-12-28 16:27:55+00:00,1078689008799137795,BitScalp,Ppl complaining about Bitcoin P&Ds have never traded the eurusd pic.twitter.com/lZeVfDByd1
2018-12-28 12:50:48+00:00,1078634370066464768,ZFXtrading,What bugs me is USDCNY up but Eurusd(orange lines inverse) still sitting unrattled Usually you’d expect Eurusd to fall back to sub 1.14 from current 1.1465 pic.twitter.com/tKpBit6dB9
2018-12-28 08:42:46+00:00,1078571949813583872,fxcanli,Web: http://FxCanli.com Telegram: https://t.me/FxCanli Youtube: FxCanli Instagram: FxCanli TradingView: FxCanli #fxcanli #forexsignal #AUDUSD #EURJPY #EURGBP #EURUSD #GBPUSD #DXY #USDCAD #USDJPY #USDTRY #BTC #BRENT #DAX #Gold #freeforexsignal #cryptocurrency #Xu100pic.twitter.com/14JYbrxzZu
2018-12-30 22:19:47+00:00,1079502332965109760,chasabat,Prediction for WEEK 12/30/18 #DJIA #NASDAQ #EURUSD #USDJPY #WTI #BRENT #forex #fx #EURO #YEN #USD #BOJ #ECB $SPY #DIA #QQQ #OPEC #Stock #Market #interest #Rate #Federal #Reserve The Fed #Policy #Data #TechnicalAnalysis #DataScience #MachineLearning #AIpic.twitter.com/N9oiKOQJdB
2018-12-30 21:42:25+00:00,1079492932019863561,ZFXtrading,People only look at other setups when they are doing shit with their own trading So if I’m absolutely smashing every move on Eurusd as I’ve been since November . There is zero chance I look at sabres even if you outperform me
2018-12-30 20:29:16+00:00,1079474521701265408,trader1906,Away from desk anyone got an early eurusd quote??
2018-12-30 19:12:48+00:00,1079455279434076160,Marc_Hav,$EURUSD is liking this https://twitter.com/FXstreetNews/status/1079454111236571138 …
2018-12-30 15:37:39+00:00,1079401135595708416,mptraders,"#EURUSD Price is at important resistance level 1.1470 and has gone rotational. Last profile is inside the previous one making 1.1470 main resistance to break for a test of 1.1486 & 1.15, or 1.1428 support to break for a retest of 1.1412 and 1.14 pic.twitter.com/BiSrAwatZN"
2018-12-30 11:10:16+00:00,1079333845017731072,adatherton,"Read WHY last week's markets moved as they did, and the outlook for the week ahead. Pls share. http://adatherton.blogspot.com/ #forex #weekahead #indices #stocks $SPX $DAX $EURUSD #tradingpic.twitter.com/rEbn0kjtsF"
2018-12-30 10:20:07+00:00,1079321224742948864,RafKadian,EURUSD 1.1440 big break out zone 1.1490/1.1530*** FOR TGT 1.1675/1.1715 January #Markets #euro #eurusd #Finance #CFD #Forex #forextrader #Investing #stocks #trading advisory ADSS Trading Support Team 24 Hrs. #TradingYourWay #FX #Cryptocurrencies @ADSSGROUP #OREXpic.twitter.com/TUPfLdlCfd
2018-12-30 09:59:01+00:00,1079315913009172481,aleksfx,Weekly Andrews Pitchfork chart $EURUSD https://buff.ly/2LFLafA #forex
2018-12-29 23:34:16+00:00,1079158693273444352,ElliottForecast,"$EURUSD This coming week the pair can see the long waited 1.1521-1.1680 area, sellers should be waiting there. #elliottwave $USDX $USDCHF"
2018-12-29 20:35:52+00:00,1079113797716115456,ElliottForecast,"$EURJPY The pair keep trading sideways and still should see the 120.15 buying area, great buy at those areas. #elliottwave $USDJPY $EURUSD"
2018-12-29 09:36:04+00:00,1078947750228754432,Nouf_wpt,I have updated the Forex section #AUDUSD #USDCAD #EURUSD #GBPUSD #USDCHF #USDJPY #EURJPY #AUDJPY #NZDUSD #DXY
2018-12-29 08:15:11+00:00,1078927395271462912,thefalda,I’d also add that EURUSD has moved from 1.45 to 1.14 in the reference period...
2018-12-29 02:51:32+00:00,1078845946254016512,Tony_Sycamore,"Hi all, The TECHFX TRADERS Weekly Report for the 30th of December has been uploaded and ready to view. https://buff.ly/2QbbYF8 Included are updates on #AUDUSD #AUDNZD #EURUSD #EURAUD #EURNZD #USDJPY #EURCHF, #US10yrs #SP500 #DAX #CRUDEOIL #GOLD #FX and #BTC #FOREX #TECHFX"
2018-12-28 20:13:47+00:00,1078745850090684416,EquidiousSignal,FOREX INSIGHTS 29-DEC-2018 - https://goo.gl/cRaJ5X http://www.equidiousreaearch.com Whatsapp/Telegram+1(347)434-9044 #forex #forextrading #ForexTrader #forexsignals #forexsignal #Crude #Oil #oilprices #Commodities #usdjpy #BTC #BTCUSD #cryptocurrency #bitcoin #Crypto #Pips #fx #EURUSD
2018-12-28 19:02:50+00:00,1078727995743977472,MBForex,$EURUSD Weekly Price Outlook: #Euro Trading Levels Heading into 2019 - http://bit.ly/2LBmtRz pic.twitter.com/h5iulrusFv
2018-12-28 17:40:14+00:00,1078707207284363265,dedicationforex,"$EURUSD Net Longs, slowing now. #Euro COT showing squeezes, after an overbought #USD in late Q3, the same is happening here. Plenty of downgrades on the Euro for 2019. Liquidity Funds taking massive hits some times as much as -17% YTD. #Forex #FX #EURUSD #Traderpic.twitter.com/r8YRMbk5Tq"
2018-12-28 15:00:01+00:00,1078666887230177281,alexanderYf,My morning analysis on #EURUSD https://www.instaforex.eu/forex_analysis/131494 …
2018-12-28 14:55:19+00:00,1078665704763781120,Dalietos,indeed.. early validation imo with $EURUSD above 1.1510's inbound to 1.18's the $DXY won't hold and $USDJPY should enter into a free fall towards 104..
2018-12-28 14:35:12+00:00,1078660641672650753,FXstreetNews,EUR/USD Technical Analysis: Set-up points to a possible move towards 1.1500 handle By @HareshMenghani https://s68mv.app.goo.gl/dMBrw #EURUSD #Technical Analysis
2018-12-28 00:33:37+00:00,1078448849679761414,fred_selake,SELL XAUUSD now Join our free telegram group https://t.me/freeforexsignals2 … Not everyone is here to win #Fundamental #LiveSignals #CurrencySignals #CommodityTips #Forex #FreeSignals #ForexSignals #EURUSD #GBPUSD #XAUUSD #USDJPYpic.twitter.com/my3Cqn2pjh
2018-12-27 22:46:55+00:00,1078422001755144192,ForecastCity,New intraday forecasts for #EURUSD #GBPUSD #AUDUSD #NZDUSD #USDCHF #USDCAD #USDJPY #EURJPY(Free) #GBPJPY are published! #Forex #Money #FX #USD #EUR #GBP #JPY #AUD #NZD #CAD #CHF #Currency #ForexTrading #ForexNEWS #ForexSignals #ForexSignal #ForexTraderhttps://www.forecastcity.com/en/forecasts/Forex/intraday/EURJPY/25036 …
2018-12-27 20:40:00+00:00,1078390059403862016,DailyFXTeam,$EURUSD is one of today's top performing major #Forex pairs with spot returns +0.5%pic.twitter.com/1V2s5wS3Mm
2018-12-27 20:21:11+00:00,1078385325880369152,leohermoso,I am crazy to play cointegration and Johansen again! Also crazy to back to fundamental algorithms! 2019 will be splendid! @SpecsTrading be ready a lot of great tools coming! $dxy $eurusd pic.twitter.com/gAbTF2zHZz
2018-12-27 19:51:04+00:00,1078377743811833857,greed_cap,voila you saw it here first. i told u the LOD at start of US session (missed by only 15 cents) https://twitter.com/greed_cap/status/1078260816334520321 … also gave u guys the EURUSD Long https://twitter.com/greed_cap/status/1078080565742628865 … honestly i shud have more followers :lpic.twitter.com/q2FqmB2uQg
2018-12-27 19:36:33+00:00,1078374091512598533,CryptoMoshing,"Just moved stop on $BTC short to break even 3755/60 avg open. $SPX trying to hang onto 2400 not interested here. $EURUSD resistance short actually could be viable but staying clear for now. Getting baked, eating pie, and watching Dexter season1 lol have a good day everyone. https://twitter.com/CryptoMoshing/status/1077716349382737920 …"
2018-12-27 18:59:20+00:00,1078364725619118080,alaidi,Premium Video posted & sent #forex $GLD $UUP $TNX #EURUSD #XAGUSDpic.twitter.com/9zXYpgLZLc
2018-12-27 18:49:08+00:00,1078362161624297478,Foresignal,New EUR/USD Forex signal #forex #fx #eurusd https://foresignal.com/signals/one/eurusd/2018/12/27/1849 …
2018-12-27 18:31:00+00:00,1078357596237643776,Daily_Forex,The #EURUSD market will continue to be very choppy and difficult to deal with http://bit.ly/2rYXYEA pic.twitter.com/X0H3fX578e
2018-12-27 18:23:06+00:00,1078355606736560131,FXCM,$EURUSD Technical Analysis: Bullish but still limited by 1.1430 http://bit.ly/2Rkx1d1 pic.twitter.com/uwWf9j2Onn
2018-12-27 18:17:58+00:00,1078354315926896640,ForexTopInvest1,#usd #eurusd #forex #fx #forextrading #forexsignal #forexnews #forexstrategy #forexsignals #forextraders #DXY - UPDATE: Trend-line support broken + possible retest - #DXY TradingViewhttps://www.tradingview.com/chart/DXY/DiaDc6Rl-DXY-UPDATE-Trend-line-support-broken-possible-retest/ …
2018-12-27 17:39:50+00:00,1078344719254532097,mptraders,#EURUSD Price approaching 2 important levels of resistance. 1 at 1.1450 the other at 1.1470 pic.twitter.com/0u0zbkJeyw
2018-12-27 17:35:46+00:00,1078343695668338693,trader1sz,geting there #eurusd pic.twitter.com/Uu5FTu1aqB
2018-12-27 16:50:00+00:00,1078332178013081603,Daily_Forex,Finish entering trades for the $EURUSD pair using our #Forex signal - http://bit.ly/2GIy6Y5 pic.twitter.com/tP7hSLMSQT
2018-12-27 15:29:06+00:00,1078311819666706433,FX_ElliottWave,"In $EURUSD, 1.1484 likely marks the end of an upward correction, so the path of least resistance is down."
2018-12-27 15:03:28+00:00,1078305367061352448,ForexYell,"Tis the season to read up on macro opening range: https://www.dailyfx.com/forex/education/trading_tips/daily_trading_lesson/2014/08/08/Macro-Opening-Range-Bias.html … A well-known phenomenon in markets, and specifically in $EURUSD. There has been a tendency for EUR/USD to find its annual extreme in January or early February, and develop a trend counter to that extreme"
2018-12-27 15:01:37+00:00,1078304905008435201,trader1sz,eurusd needs a clean break above 1.1430 to reach 1.1485...probly fill in that fast move now
2018-12-27 14:22:26+00:00,1078295043776172032,ForexLive,EURUSD looks to retest 100 hour. Has been a stall point on rallies recently https://www.forexlive.com/technical-analysis/!/eurusd-looks-to-retest-100-hour-has-been-a-stall-point-on-rallies-recently-20181227 …
2018-12-27 12:41:10+00:00,1078269559747026944,purpleline,"Can we get Deutsche below a £14bn Euro market Cap tdy? The lights are on at Bafin, but no one is in. Time to start selling EURUSD here 1.1387 stop 1.1430 target 1.1230 #forex 600 down day for Dow tdy USDJPY Re-test 110.00 feeling USD bullish"
2018-12-27 11:24:09+00:00,1078250176719085568,dedicationforex,You'll have to enlarge to see me pinning the $EURUSD lows. Net Long for now. Locking in GR eventually then when #ECB surrenders and #Euro Liquidity Funds become mainstream news watch Retail get squeezed. #Forex #FX #Trader #DayTraderpic.twitter.com/QzIXQkpdKo
2018-12-26 23:20:43+00:00,1078068117119688704,FXTechstrategy,EURUSD Looks To Weaken Further With Eyes On 1.1269 Level...http://www.fxtechstrategy.com/eurusd-looks-to-weaken-further-with-eyes-on-1-1269-level/...#forextrading … … #forexlifestyle #forexbroker #blockchain #Forex2018 #fxsignals #Trader #tradingsignals @fklivestolearn @DaylanFinch @FXDecisions @FXstreetReportspic.twitter.com/213KyeB8MU
2018-12-26 23:00:00+00:00,1078062904795168768,DailyFXTeam,#EURUSD Daily Pivot Points: S3: 1.1226 S2: 1.1298 S1: 1.1325 P: 1.137 R1: 1.1397 R2: 1.1442 R3: 1.1513
